Zeit von [CET/CEST];Zeit bis [CET/CEST];Preis Erstveröffentlichung [EUR/MWh];Preis 15 min [EUR/MWh];Preis final [EUR/MWh],,,
24.04.2023 18:45:00;24.04.2023 19:00:00;N/A;20,34;6,74,
24.04.2023 19:00:00;24.04.2023 19:15:00;52,78;52,78;52,96
24.04.2023 19:15:00;24.04.2023 19:30:00;91,24;91,24;90,64
24.04.2023 19:30:00;24.04.2023 19:45:00;169,74;169,74;163,76
24.04.2023 19:45:00;24.04.2023 20:00:00;140,28;146,52;146,52
24.04.2023 20:00:00;24.04.2023 20:15:00;159,41;181,56;176,3
24.04.2023 20:15:00;24.04.2023 20:30:00;167,75;167,75;166,50
24.04.2023 20:30:00;24.04.2023 20:45:00;153,37;153,37;149,55
24.04.2023 20:45:00;24.04.2023 21:00:00;150,46;150,46;145,13
24.04.2023 21:00:00;24.04.2023 21:15:00;-52,71;-52,71;-46,23
24.04.2023 21:15:00;24.04.2023 21:30:00;-50,23;-50,23;-50,69
24.04.2023 21:30:00;24.04.2023 21:45:00;-80,46;-80,46;-80,56
24.04.2023 21:45:00;24.04.2023 22:00:00;-164,55;-164,55;-168,49
24.04.2023 22:00:00;24.04.2023 22:15:00;-93,34;-93,34;-83,3
24.04.2023 22:15:00;24.04.2023 22:30:00;-4,15;-4,15;-3,59
24.04.2023 22:30:00;24.04.2023 22:45:00;-137,07;-137,07;-163,66
24.04.2023 22:45:00;24.04.2023 23:00:00;-63,51;-63,51;-51,42
24.04.2023 23:00:00;24.04.2023 23:15:00;158,70;158,70;158,70
24.04.2023 23:15:00;24.04.2023 23:30:00;119,66;119,66;112,37
24.04.2023 23:30:00;24.04.2023 23:45:00;-36,65;-36,65;-43,46
24.04.2023 23:45:00;25.04.2023 00:00:00;-43,88;-43,88;-43,73
25.04.2023 00:00:00;25.04.2023 00:15:00;130,96;143,27;137,71
25.04.2023 00:15:00;25.04.2023 00:30:00;142,16;142,16;79,80
25.04.2023 00:30:00;25.04.2023 00:45:00;19,71;19,71;19,8
25.04.2023 00:45:00;25.04.2023 01:00:00;2,67;2,67;2,99
25.04.2023 01:00:00;25.04.2023 01:15:00;107,32;107,32;105,48
25.04.2023 01:15:00;25.04.2023 01:30:00;46,00;46,00;41,55
25.04.2023 01:30:00;25.04.2023 01:45:00;29,05;29,05;23,49
25.04.2023 01:45:00;25.04.2023 02:00:00;31,88;31,88;30,11
25.04.2023 02:00:00;25.04.2023 02:15:00;47,03;47,03;45,69
25.04.2023 02:15:00;25.04.2023 02:30:00;15,59;15,59;13,86
25.04.2023 02:30:00;25.04.2023 02:45:00;1,56;1,56;-1,12
25.04.2023 02:45:00;25.04.2023 03:00:00;8,73;8,73;6,72
25.04.2023 03:00:00;25.04.2023 03:15:00;8,65;8,65;8,80
25.04.2023 03:15:00;25.04.2023 03:30:00;147,07;36,19;45,64
25.04.2023 03:30:00;25.04.2023 03:45:00;137,58;137,58;137,48
25.04.2023 03:45:00;25.04.2023 04:00:00;119,10;119,10;110,17
25.04.2023 04:00:00;25.04.2023 04:15:00;69,59;46,40;43,45
25.04.2023 04:15:00;25.04.2023 04:30:00;27,35;27,35;28,73
25.04.2023 04:30:00;25.04.2023 04:45:00;24,47;24,47;23,40
25.04.2023 04:45:00;25.04.2023 05:00:00;-51,67;-51,67;-49,47
25.04.2023 05:00:00;25.04.2023 05:15:00;-137,97;-137,97;-137,58
25.04.2023 05:15:00;25.04.2023 05:30:00;26,22;26,22;26,44
25.04.2023 05:30:00;25.04.2023 05:45:00;140,93;140,93;141,56
25.04.2023 05:45:00;25.04.2023 06:00:00;139,65;139,65;138,61
25.04.2023 06:00:00;25.04.2023 06:15:00;136,60;85,10;85,10
25.04.2023 06:15:00;25.04.2023 06:30:00;136,60;122,00;122,0
25.04.2023 06:30:00;25.04.2023 06:45:00;124,60;136,58;35,52
25.04.2023 06:45:00;25.04.2023 07:00:00;96,63;96,63;96,45
25.04.2023 07:00:00;25.04.2023 07:15:00;33,02;33,02;39,13
25.04.2023 07:15:00;25.04.2023 07:30:00;34,97;34,97;35,5
25.04.2023 07:30:00;25.04.2023 07:45:00;88,25;88,25;89,21
25.04.2023 07:45:00;25.04.2023 08:00:00;73,28;73,28;73,30
25.04.2023 08:00:00;25.04.2023 08:15:00;149,93;146,07;146,7
25.04.2023 08:15:00;25.04.2023 08:30:00;149,93;119,34;119,34
25.04.2023 08:30:00;25.04.2023 08:45:00;149,93;106,84;106,84
25.04.2023 08:45:00;25.04.2023 09:00:00;149,93;92,65;92,65
25.04.2023 09:00:00;25.04.2023 09:15:00;124,76;144,72;144,72
25.04.2023 09:15:00;25.04.2023 09:30:00;124,76;126,00;126,0
25.04.2023 09:30:00;25.04.2023 09:45:00;124,76;102,34;100,8
25.04.2023 09:45:00;25.04.2023 10:00:00;6,10;6,10;13,92
25.04.2023 10:00:00;25.04.2023 10:15:00;109,04;134,20;128,72
25.04.2023 10:15:00;25.04.2023 10:30:00;56,16;56,16;57,27
25.04.2023 10:30:00;25.04.2023 10:45:00;112,88;98,11;94,59
25.04.2023 10:45:00;25.04.2023 11:00:00;104,48;89,28;56,33
25.04.2023 11:00:00;25.04.2023 11:15:00;37,89;37,89;40,2
25.04.2023 11:15:00;25.04.2023 11:30:00;99,19;96,29;90,47
25.04.2023 11:30:00;25.04.2023 11:45:00;105,70;105,70;101,98
25.04.2023 11:45:00;25.04.2023 12:00:00;104,11;92,82;79,41
25.04.2023 12:00:00;25.04.2023 12:15:00;36,07;36,07;36,71
25.04.2023 12:15:00;25.04.2023 12:30:00;56,34;56,34;58,51
25.04.2023 12:30:00;25.04.2023 12:45:00;70,08;79,14;79,14
25.04.2023 12:45:00;25.04.2023 13:00:00;34,41;34,41;34,41
25.04.2023 13:00:00;25.04.2023 13:15:00;6,95;6,95;8,91
25.04.2023 13:15:00;25.04.2023 13:30:00;58,64;39,46;39,46
25.04.2023 13:30:00;25.04.2023 13:45:00;285,63;285,63;295,39
25.04.2023 13:45:00;25.04.2023 14:00:00;274,29;274,29;276,2
25.04.2023 14:00:00;25.04.2023 14:15:00;63,73;85,12;83,11
25.04.2023 14:15:00;25.04.2023 14:30:00;58,57;98,16;93,38
25.04.2023 14:30:00;25.04.2023 14:45:00;-127,15;-94,19;-123,74
25.04.2023 14:45:00;25.04.2023 15:00:00;-348,31;-336,00;-336,0
25.04.2023 15:00:00;25.04.2023 15:15:00;11,10;11,10;4,67
25.04.2023 15:15:00;25.04.2023 15:30:00;63,69;63,69;-181,6
25.04.2023 15:30:00;25.04.2023 15:45:00;174,47;174,47;174,47
25.04.2023 15:45:00;25.04.2023 16:00:00;7,37;7,37;6,90
25.04.2023 16:00:00;25.04.2023 16:15:00;18,17;18,17;23,23
25.04.2023 16:15:00;25.04.2023 16:30:00;51,17;51,17;52,86
25.04.2023 16:30:00;25.04.2023 16:45:00;172,98;172,98;4,70
25.04.2023 16:45:00;25.04.2023 17:00:00;171,93;171,93;175,45
25.04.2023 17:00:00;25.04.2023 17:15:00;114,23;114,23;112,40
25.04.2023 17:15:00;25.04.2023 17:30:00;59,98;59,98;65,44
25.04.2023 17:30:00;25.04.2023 17:45:00;33,87;33,87;34,8
25.04.2023 17:45:00;25.04.2023 18:00:00;158,20;158,20;60,44
25.04.2023 18:00:00;25.04.2023 18:15:00;75,30;70,32;70,32
25.04.2023 18:15:00;25.04.2023 18:30:00;67,79;67,79;70,39
25.04.2023 18:30:00;25.04.2023 18:45:00;72,34;72,34;49,52
25.04.2023 18:45:00;25.04.2023 19:00:00;72,34;72,34;98,54
25.04.2023 19:00:00;25.04.2023 19:15:00;72,34;72,34;58,49
25.04.2023 19:15:00;25.04.2023 19:30:00;53,29;53,29;53,82
25.04.2023 19:30:00;25.04.2023 19:45:00;147,12;137,88;137,88
25.04.2023 19:45:00;25.04.2023 20:00:00;147,12;170,62;170,62
25.04.2023 20:00:00;25.04.2023 20:15:00;168,68;201,28;197,7
25.04.2023 20:15:00;25.04.2023 20:30:00;159,16;176,98;176,98
25.04.2023 20:30:00;25.04.2023 20:45:00;159,16;158,09;158,9
25.04.2023 20:45:00;25.04.2023 21:00:00;159,16;134,67;134,67
25.04.2023 21:00:00;25.04.2023 21:15:00;155,47;188,39;188,39
25.04.2023 21:15:00;25.04.2023 21:30:00;153,67;153,67;148,70
25.04.2023 21:30:00;25.04.2023 21:45:00;97,35;97,35;-46,69
25.04.2023 21:45:00;25.04.2023 22:00:00;-465,65;-465,65;-482,7
25.04.2023 22:00:00;25.04.2023 22:15:00;113,22;182,02;182,2
25.04.2023 22:15:00;25.04.2023 22:30:00;113,29;150,45;150,45
25.04.2023 22:30:00;25.04.2023 22:45:00;106,97;106,97;104,63
25.04.2023 22:45:00;25.04.2023 23:00:00;30,33;38,56;38,56
25.04.2023 23:00:00;25.04.2023 23:15:00;62,29;163,21;158,2
25.04.2023 23:15:00;25.04.2023 23:30:00;89,22;113,49;113,49
25.04.2023 23:30:00;25.04.2023 23:45:00;116,58;116,58;114,53
25.04.2023 23:45:00;26.04.2023 00:00:00;22,94;24,34;23,40
26.04.2023 00:00:00;26.04.2023 00:15:00;148,32;148,32;124,85
26.04.2023 00:15:00;26.04.2023 00:30:00;148,32;148,32;148,32
26.04.2023 00:30:00;26.04.2023 00:45:00;93,21;82,72;82,72
26.04.2023 00:45:00;26.04.2023 01:00:00;72,60;44,55;40,26
26.04.2023 01:00:00;26.04.2023 01:15:00;140,46;140,46;131,4
26.04.2023 01:15:00;26.04.2023 01:30:00;148,50;148,50;146,61
26.04.2023 01:30:00;26.04.2023 01:45:00;121,30;121,30;116,76
26.04.2023 01:45:00;26.04.2023 02:00:00;78,51;62,86;33,11
26.04.2023 02:00:00;26.04.2023 02:15:00;150,39;150,39;98,89
26.04.2023 02:15:00;26.04.2023 02:30:00;96,04;96,61;96,61
26.04.2023 02:30:00;26.04.2023 02:45:00;132,80;132,80;114,79
26.04.2023 02:45:00;26.04.2023 03:00:00;97,84;97,84;93,68
26.04.2023 03:00:00;26.04.2023 03:15:00;124,04;124,04;101,49
26.04.2023 03:15:00;26.04.2023 03:30:00;142,92;142,92;142,89
26.04.2023 03:30:00;26.04.2023 03:45:00;134,36;134,36;134,8
26.04.2023 03:45:00;26.04.2023 04:00:00;105,51;105,51;106,35
26.04.2023 04:00:00;26.04.2023 04:15:00;39,74;39,74;39,84
26.04.2023 04:15:00;26.04.2023 04:30:00;36,25;36,25;36,56
26.04.2023 04:30:00;26.04.2023 04:45:00;23,31;23,31;24,38
26.04.2023 04:45:00;26.04.2023 05:00:00;33,38;33,38;34,11
26.04.2023 05:00:00;26.04.2023 05:15:00;-101,86;-101,86;-101,81
26.04.2023 05:15:00;26.04.2023 05:30:00;-33,31;-33,31;-31,76
26.04.2023 05:30:00;26.04.2023 05:45:00;158,40;158,40;60,61
26.04.2023 05:45:00;26.04.2023 06:00:00;162,86;162,86;162,86
26.04.2023 06:00:00;26.04.2023 06:15:00;122,23;122,23;99,44
26.04.2023 06:15:00;26.04.2023 06:30:00;120,18;120,46;120,46
26.04.2023 06:30:00;26.04.2023 06:45:00;154,60;154,60;59,6
26.04.2023 06:45:00;26.04.2023 07:00:00;69,52;69,52;70,26
26.04.2023 07:00:00;26.04.2023 07:15:00;147,76;147,76;147,94
26.04.2023 07:15:00;26.04.2023 07:30:00;155,01;162,97;162,97
26.04.2023 07:30:00;26.04.2023 07:45:00;134,98;134,63;134,63
26.04.2023 07:45:00;26.04.2023 08:00:00;99,16;98,47;98,47
26.04.2023 08:00:00;26.04.2023 08:15:00;138,04;140,91;140,91
26.04.2023 08:15:00;26.04.2023 08:30:00;128,81;145,46;145,46
26.04.2023 08:30:00;26.04.2023 08:45:00;91,53;91,09;-231,67
26.04.2023 08:45:00;26.04.2023 09:00:00;-74,64;-74,64;-70,6
26.04.2023 09:00:00;26.04.2023 09:15:00;135,64;129,17;124,98
26.04.2023 09:15:00;26.04.2023 09:30:00;104,92;101,60;101,60
26.04.2023 09:30:00;26.04.2023 09:45:00;61,41;31,60;29,86
26.04.2023 09:45:00;26.04.2023 10:00:00;37,93;32,69;-42,78
26.04.2023 10:00:00;26.04.2023 10:15:00;124,58;124,58;118,19
26.04.2023 10:15:00;26.04.2023 10:30:00;148,66;148,66;148,37
26.04.2023 10:30:00;26.04.2023 10:45:00;148,79;148,79;148,74
26.04.2023 10:45:00;26.04.2023 11:00:00;155,55;155,55;155,55
26.04.2023 11:00:00;26.04.2023 11:15:00;139,77;139,77;140,2
26.04.2023 11:15:00;26.04.2023 11:30:00;156,17;156,17;156,17
26.04.2023 11:30:00;26.04.2023 11:45:00;154,59;154,59;154,54
26.04.2023 11:45:00;26.04.2023 12:00:00;151,24;151,24;148,78
26.04.2023 12:00:00;26.04.2023 12:15:00;155,01;155,01;155,1
26.04.2023 12:15:00;26.04.2023 12:30:00;3,47;3,47;3,65
26.04.2023 12:30:00;26.04.2023 12:45:00;106,27;106,27;102,55
26.04.2023 12:45:00;26.04.2023 13:00:00;96,40;91,96;91,96
26.04.2023 13:00:00;26.04.2023 13:15:00;90,66;89,78;89,78
26.04.2023 13:15:00;26.04.2023 13:30:00;154,97;154,97;154,97
26.04.2023 13:30:00;26.04.2023 13:45:00;152,45;152,45;152,45
26.04.2023 13:45:00;26.04.2023 14:00:00;111,31;112,41;112,41
26.04.2023 14:00:00;26.04.2023 14:15:00;-6,28;-6,28;-6,25
26.04.2023 14:15:00;26.04.2023 14:30:00;-16,58;-16,58;-17,1
26.04.2023 14:30:00;26.04.2023 14:45:00;148,98;148,98;148,98
26.04.2023 14:45:00;26.04.2023 15:00:00;93,61;85,19;85,19
26.04.2023 15:00:00;26.04.2023 15:15:00;103,30;103,30;103,91
26.04.2023 15:15:00;26.04.2023 15:30:00;103,65;103,65;102,74
26.04.2023 15:30:00;26.04.2023 15:45:00;129,00;129,00;128,70
26.04.2023 15:45:00;26.04.2023 16:00:00;138,83;138,83;138,51
26.04.2023 16:00:00;26.04.2023 16:15:00;6,90;6,90;7,73
26.04.2023 16:15:00;26.04.2023 16:30:00;123,29;123,29;116,6
26.04.2023 16:30:00;26.04.2023 16:45:00;149,14;149,14;148,80
26.04.2023 16:45:00;26.04.2023 17:00:00;136,75;137,03;137,3
26.04.2023 17:00:00;26.04.2023 17:15:00;22,11;22,11;22,5
26.04.2023 17:15:00;26.04.2023 17:30:00;94,18;94,18;83,87
26.04.2023 17:30:00;26.04.2023 17:45:00;149,03;149,03;148,21
26.04.2023 17:45:00;26.04.2023 18:00:00;148,42;148,42;147,28
26.04.2023 18:00:00;26.04.2023 18:15:00;55,29;59,80;57,0
26.04.2023 18:15:00;26.04.2023 18:30:00;135,57;135,73;135,73
26.04.2023 18:30:00;26.04.2023 18:45:00;162,98;162,98;162,90
26.04.2023 18:45:00;26.04.2023 19:00:00;170,72;170,72;170,83
26.04.2023 19:00:00;26.04.2023 19:15:00;123,22;123,28;123,28
26.04.2023 19:15:00;26.04.2023 19:30:00;156,78;156,78;149,25
26.04.2023 19:30:00;26.04.2023 19:45:00;168,52;168,53;165,28
26.04.2023 19:45:00;26.04.2023 20:00:00;193,60;194,76;107,34
26.04.2023 20:00:00;26.04.2023 20:15:00;190,86;192,21;192,21
26.04.2023 20:15:00;26.04.2023 20:30:00;175,11;182,31;178,38
26.04.2023 20:30:00;26.04.2023 20:45:00;108,28;108,28;108,28
26.04.2023 20:45:00;26.04.2023 21:00:00;89,83;89,83;89,12
26.04.2023 21:00:00;26.04.2023 21:15:00;107,39;107,39;108,28
26.04.2023 21:15:00;26.04.2023 21:30:00;108,22;108,22;108,22
26.04.2023 21:30:00;26.04.2023 21:45:00;164,04;164,04;164,4
26.04.2023 21:45:00;26.04.2023 22:00:00;113,70;113,76;-34,59
26.04.2023 22:00:00;26.04.2023 22:15:00;169,37;169,18;169,18
26.04.2023 22:15:00;26.04.2023 22:30:00;174,22;174,22;48,73
26.04.2023 22:30:00;26.04.2023 22:45:00;119,72;118,77;118,77
26.04.2023 22:45:00;26.04.2023 23:00:00;75,77;58,79;57,57
26.04.2023 23:00:00;26.04.2023 23:15:00;138,71;138,38;138,38
26.04.2023 23:15:00;26.04.2023 23:30:00;129,83;132,26;132,26
26.04.2023 23:30:00;26.04.2023 23:45:00;177,10;177,10;177,11
26.04.2023 23:45:00;27.04.2023 00:00:00;97,33;99,33;99,33
27.04.2023 00:00:00;27.04.2023 00:15:00;146,23;152,33;43,84
27.04.2023 00:15:00;27.04.2023 00:30:00;31,66;31,66;31,28
27.04.2023 00:30:00;27.04.2023 00:45:00;7,22;7,22;6,66
27.04.2023 00:45:00;27.04.2023 01:00:00;0,86;0,86;0,35
27.04.2023 01:00:00;27.04.2023 01:15:00;161,63;161,63;161,13
27.04.2023 01:15:00;27.04.2023 01:30:00;155,53;155,53;12,76
27.04.2023 01:30:00;27.04.2023 01:45:00;104,74;101,05;99,33
27.04.2023 01:45:00;27.04.2023 02:00:00;120,12;120,12;125,52
27.04.2023 02:00:00;27.04.2023 02:15:00;110,47;172,98;170,73
27.04.2023 02:15:00;27.04.2023 02:30:00;132,18;132,18;18,50
27.04.2023 02:30:00;27.04.2023 02:45:00;33,46;33,46;33,67
27.04.2023 02:45:00;27.04.2023 03:00:00;31,48;31,48;31,48
27.04.2023 03:00:00;27.04.2023 03:15:00;88,92;87,13;87,13
27.04.2023 03:15:00;27.04.2023 03:30:00;166,72;47,26;47,8
27.04.2023 03:30:00;27.04.2023 03:45:00;159,17;159,17;159,11
27.04.2023 03:45:00;27.04.2023 04:00:00;4,54;4,54;4,90
27.04.2023 04:00:00;27.04.2023 04:15:00;24,86;24,86;24,96
27.04.2023 04:15:00;27.04.2023 04:30:00;48,08;48,08;48,27
27.04.2023 04:30:00;27.04.2023 04:45:00;33,17;33,17;33,1
27.04.2023 04:45:00;27.04.2023 05:00:00;19,78;19,78;18,55
27.04.2023 05:00:00;27.04.2023 05:15:00;131,24;131,24;135,22
27.04.2023 05:15:00;27.04.2023 05:30:00;152,17;152,17;8,77
27.04.2023 05:30:00;27.04.2023 05:45:00;167,00;167,00;167,0
27.04.2023 05:45:00;27.04.2023 06:00:00;182,92;182,92;182,72
27.04.2023 06:00:00;27.04.2023 06:15:00;533,04;533,04;531,48
27.04.2023 06:15:00;27.04.2023 06:30:00;202,82;202,82;195,61
27.04.2023 06:30:00;27.04.2023 06:45:00;296,76;296,76;298,84
27.04.2023 06:45:00;27.04.2023 07:00:00;209,49;209,49;207,36
27.04.2023 07:00:00;27.04.2023 07:15:00;131,09;133,12;133,12
27.04.2023 07:15:00;27.04.2023 07:30:00;84,40;84,40;74,56
27.04.2023 07:30:00;27.04.2023 07:45:00;22,73;22,73;24,3
27.04.2023 07:45:00;27.04.2023 08:00:00;20,91;20,91;21,82
27.04.2023 08:00:00;27.04.2023 08:15:00;184,92;187,15;187,15
27.04.2023 08:15:00;27.04.2023 08:30:00;135,58;134,64;134,64
27.04.2023 08:30:00;27.04.2023 08:45:00;130,37;130,56;130,42
27.04.2023 08:45:00;27.04.2023 09:00:00;113,96;113,96;-23,61
27.04.2023 09:00:00;27.04.2023 09:15:00;158,72;158,92;158,92
27.04.2023 09:15:00;27.04.2023 09:30:00;114,74;117,75;117,75
27.04.2023 09:30:00;27.04.2023 09:45:00;114,08;114,08;111,53
27.04.2023 09:45:00;27.04.2023 10:00:00;-175,30;-175,30;-174,34
27.04.2023 10:00:00;27.04.2023 10:15:00;25,49;25,49;46,5
27.04.2023 10:15:00;27.04.2023 10:30:00;-55,51;-55,51;-53,50
27.04.2023 10:30:00;27.04.2023 10:45:00;-55,19;-55,19;-54,77
27.04.2023 10:45:00;27.04.2023 11:00:00;-57,81;-57,81;-57,62
27.04.2023 11:00:00;27.04.2023 11:15:00;0,00;0,00;-0,69
27.04.2023 11:15:00;27.04.2023 11:30:00;33,18;33,18;33,25
27.04.2023 11:30:00;27.04.2023 11:45:00;26,57;26,57;26,78
27.04.2023 11:45:00;27.04.2023 12:00:00;-113,68;-113,68;-113,95
27.04.2023 12:00:00;27.04.2023 12:15:00;149,29;149,29;-11,96
27.04.2023 12:15:00;27.04.2023 12:30:00;-25,96;-25,96;-26,5
27.04.2023 12:30:00;27.04.2023 12:45:00;-21,37;-21,37;-21,26
27.04.2023 12:45:00;27.04.2023 13:00:00;-24,46;-24,46;-24,69
27.04.2023 13:00:00;27.04.2023 13:15:00;-0,44;-0,44;0,8
27.04.2023 13:15:00;27.04.2023 13:30:00;76,19;77,55;75,71
27.04.2023 13:30:00;27.04.2023 13:45:00;-22,69;-22,69;-22,80
27.04.2023 13:45:00;27.04.2023 14:00:00;-34,00;-34,00;-34,54
27.04.2023 14:00:00;27.04.2023 14:15:00;-25,26;-25,26;-23,81
27.04.2023 14:15:00;27.04.2023 14:30:00;-36,15;-36,15;-36,55
27.04.2023 14:30:00;27.04.2023 14:45:00;-37,45;-37,45;-37,2
27.04.2023 14:45:00;27.04.2023 15:00:00;-12,90;-12,90;-12,83
27.04.2023 15:00:00;27.04.2023 15:15:00;2,85;2,85;3,61
27.04.2023 15:15:00;27.04.2023 15:30:00;17,99;17,99;19,99
27.04.2023 15:30:00;27.04.2023 15:45:00;57,34;57,34;57,39
27.04.2023 15:45:00;27.04.2023 16:00:00;86,77;86,77;86,58
27.04.2023 16:00:00;27.04.2023 16:15:00;54,26;54,55;52,63
27.04.2023 16:15:00;27.04.2023 16:30:00;5,15;5,15;5,1
27.04.2023 16:30:00;27.04.2023 16:45:00;86,13;86,93;86,93
27.04.2023 16:45:00;27.04.2023 17:00:00;103,53;103,53;103,29
27.04.2023 17:00:00;27.04.2023 17:15:00;17,04;17,04;17,9
27.04.2023 17:15:00;27.04.2023 17:30:00;106,42;106,42;106,42
27.04.2023 17:30:00;27.04.2023 17:45:00;132,13;132,13;130,73
27.04.2023 17:45:00;27.04.2023 18:00:00;137,85;137,41;137,41
27.04.2023 18:00:00;27.04.2023 18:15:00;41,67;41,67;41,63
27.04.2023 18:15:00;27.04.2023 18:30:00;139,70;139,70;140,20
27.04.2023 18:30:00;27.04.2023 18:45:00;149,35;153,98;152,67
27.04.2023 18:45:00;27.04.2023 19:00:00;153,00;153,37;153,37
27.04.2023 19:00:00;27.04.2023 19:15:00;124,77;124,77;37,67
27.04.2023 19:15:00;27.04.2023 19:30:00;104,43;104,43;104,85
27.04.2023 19:30:00;27.04.2023 19:45:00;94,97;94,97;96,10
27.04.2023 19:45:00;27.04.2023 20:00:00;41,78;41,78;57,5
27.04.2023 20:00:00;27.04.2023 20:15:00;175,96;173,70;168,94
27.04.2023 20:15:00;27.04.2023 20:30:00;158,82;158,82;158,54
27.04.2023 20:30:00;27.04.2023 20:45:00;160,67;160,67;160,67
27.04.2023 20:45:00;27.04.2023 21:00:00;128,01;148,34;161,47
27.04.2023 21:00:00;27.04.2023 21:15:00;165,95;169,11;169,11
27.04.2023 21:15:00;27.04.2023 21:30:00;157,42;157,42;157,8
27.04.2023 21:30:00;27.04.2023 21:45:00;151,49;151,49;153,29
27.04.2023 21:45:00;27.04.2023 22:00:00;159,31;159,31;161,94
27.04.2023 22:00:00;27.04.2023 22:15:00;148,52;147,37;148,30
27.04.2023 22:15:00;27.04.2023 22:30:00;146,42;146,42;78,7
27.04.2023 22:30:00;27.04.2023 22:45:00;139,62;139,62;152,34
27.04.2023 22:45:00;27.04.2023 23:00:00;123,14;123,14;133,36
27.04.2023 23:00:00;27.04.2023 23:15:00;152,97;152,97;153,32
27.04.2023 23:15:00;27.04.2023 23:30:00;142,93;142,93;144,93
27.04.2023 23:30:00;27.04.2023 23:45:00;137,94;137,94;145,1
27.04.2023 23:45:00;28.04.2023 00:00:00;110,11;110,11;73,90
28.04.2023 00:00:00;28.04.2023 00:15:00;92,54;92,54;92,59
28.04.2023 00:15:00;28.04.2023 00:30:00;22,46;22,46;21,68
28.04.2023 00:30:00;28.04.2023 00:45:00;48,76;48,76;48,71
28.04.2023 00:45:00;28.04.2023 01:00:00;1,31;1,31;0,93
28.04.2023 01:00:00;28.04.2023 01:15:00;-14,64;-14,64;-14,59
28.04.2023 01:15:00;28.04.2023 01:30:00;72,60;72,60;72,88
28.04.2023 01:30:00;28.04.2023 01:45:00;131,52;131,52;77,21
28.04.2023 01:45:00;28.04.2023 02:00:00;29,73;29,73;28,21
28.04.2023 02:00:00;28.04.2023 02:15:00;145,92;145,92;140,24
28.04.2023 02:15:00;28.04.2023 02:30:00;51,69;51,69;52,50
28.04.2023 02:30:00;28.04.2023 02:45:00;57,98;57,98;58,52
28.04.2023 02:45:00;28.04.2023 03:00:00;40,30;40,30;40,44
28.04.2023 03:00:00;28.04.2023 03:15:00;36,77;36,77;37,66
28.04.2023 03:15:00;28.04.2023 03:30:00;9,12;9,12;9,16
28.04.2023 03:30:00;28.04.2023 03:45:00;33,96;33,96;33,87
28.04.2023 03:45:00;28.04.2023 04:00:00;-16,08;-16,08;-16,61
28.04.2023 04:00:00;28.04.2023 04:15:00;-39,71;-39,71;-39,59
28.04.2023 04:15:00;28.04.2023 04:30:00;23,86;23,86;23,56
28.04.2023 04:30:00;28.04.2023 04:45:00;149,47;149,47;70,38
28.04.2023 04:45:00;28.04.2023 05:00:00;134,52;134,52;133,50
28.04.2023 05:00:00;28.04.2023 05:15:00;31,57;31,57;32,21
28.04.2023 05:15:00;28.04.2023 05:30:00;66,94;57,70;57,70
28.04.2023 05:30:00;28.04.2023 05:45:00;88,10;88,69;85,52
28.04.2023 05:45:00;28.04.2023 06:00:00;81,18;102,92;101,20
28.04.2023 06:00:00;28.04.2023 06:15:00;-1107,72;-1107,72;-1153,75
28.04.2023 06:15:00;28.04.2023 06:30:00;23,08;23,08;23,78
28.04.2023 06:30:00;28.04.2023 06:45:00;67,65;67,65;68,50
28.04.2023 06:45:00;28.04.2023 07:00:00;136,74;136,74;129,47
28.04.2023 07:00:00;28.04.2023 07:15:00;137,79;111,88;111,88
28.04.2023 07:15:00;28.04.2023 07:30:00;64,17;64,17;67,29
28.04.2023 07:30:00;28.04.2023 07:45:00;16,71;16,71;17,0
28.04.2023 07:45:00;28.04.2023 08:00:00;137,82;118,63;118,22
28.04.2023 08:00:00;28.04.2023 08:15:00;154,29;154,29;154,35
28.04.2023 08:15:00;28.04.2023 08:30:00;144,21;144,21;144,9
28.04.2023 08:30:00;28.04.2023 08:45:00;138,45;131,21;131,21
28.04.2023 08:45:00;28.04.2023 09:00:00;136,84;106,90;105,66
28.04.2023 09:00:00;28.04.2023 09:15:00;135,31;122,04;122,4
28.04.2023 09:15:00;28.04.2023 09:30:00;135,31;123,07;123,7
28.04.2023 09:30:00;28.04.2023 09:45:00;133,92;92,39;92,39
28.04.2023 09:45:00;28.04.2023 10:00:00;121,39;34,12;-9,78
28.04.2023 10:00:00;28.04.2023 10:15:00;147,02;147,02;146,90
28.04.2023 10:15:00;28.04.2023 10:30:00;135,28;135,28;132,13
28.04.2023 10:30:00;28.04.2023 10:45:00;141,26;141,26;141,24
28.04.2023 10:45:00;28.04.2023 11:00:00;126,52;126,52;127,6
28.04.2023 11:00:00;28.04.2023 11:15:00;-21,50;-21,50;-19,1
28.04.2023 11:15:00;28.04.2023 11:30:00;-27,01;-27,01;-27,81
28.04.2023 11:30:00;28.04.2023 11:45:00;-78,03;-78,03;-67,35
28.04.2023 11:45:00;28.04.2023 12:00:00;-6,35;-6,35;-6,76
28.04.2023 12:00:00;28.04.2023 12:15:00;146,80;146,80;146,81
28.04.2023 12:15:00;28.04.2023 12:30:00;11,22;11,22;10,4
28.04.2023 12:30:00;28.04.2023 12:45:00;126,94;126,94;25,0
28.04.2023 12:45:00;28.04.2023 13:00:00;116,74;109,68;100,34
28.04.2023 13:00:00;28.04.2023 13:15:00;107,69;100,87;98,75
