Zeit von [CET/CEST];Zeit bis [CET/CEST];Preis Erstveröffentlichung [EUR/MWh];Preis 15 min [EUR/MWh];Preis final [EUR/MWh],,,
01.08.2023 21:15:00;01.08.2023 21:30:00;-43,33;-43,33;-43,40
01.08.2023 21:30:00;01.08.2023 21:45:00;-49,25;-49,25;-49,64
01.08.2023 21:45:00;01.08.2023 22:00:00;53,06;52,27;50,76
01.08.2023 22:00:00;01.08.2023 22:15:00;285,88;285,88;68,83
01.08.2023 22:15:00;01.08.2023 22:30:00;311,13;311,13;276,93
01.08.2023 22:30:00;01.08.2023 22:45:00;281,98;281,98;251,75
01.08.2023 22:45:00;01.08.2023 23:00:00;263,46;263,46;263,99
01.08.2023 23:00:00;01.08.2023 23:15:00;-20,77;-20,77;-21,3
01.08.2023 23:15:00;01.08.2023 23:30:00;-9,67;-9,67;-7,33
01.08.2023 23:30:00;01.08.2023 23:45:00;223,79;223,79;241,66
01.08.2023 23:45:00;02.08.2023 00:00:00;80,01;80,01;76,80
02.08.2023 00:00:00;02.08.2023 00:15:00;42,51;42,51;41,98
02.08.2023 00:15:00;02.08.2023 00:30:00;44,89;44,89;45,98
02.08.2023 00:30:00;02.08.2023 00:45:00;-15,64;-15,64;-16,7
02.08.2023 00:45:00;02.08.2023 01:00:00;-15,94;-15,94;-7,82
02.08.2023 01:00:00;02.08.2023 01:15:00;22,19;22,19;66,2
02.08.2023 01:15:00;02.08.2023 01:30:00;62,54;48,62;48,62
02.08.2023 01:30:00;02.08.2023 01:45:00;74,42;59,17;57,77
02.08.2023 01:45:00;02.08.2023 02:00:00;52,79;45,30;45,30
02.08.2023 02:00:00;02.08.2023 02:15:00;174,79;174,79;205,2
02.08.2023 02:15:00;02.08.2023 02:30:00;157,52;157,52;153,69
02.08.2023 02:30:00;02.08.2023 02:45:00;176,81;176,81;192,83
02.08.2023 02:45:00;02.08.2023 03:00:00;46,23;45,87;45,87
02.08.2023 03:00:00;02.08.2023 03:15:00;49,17;49,40;49,40
02.08.2023 03:15:00;02.08.2023 03:30:00;53,65;53,77;51,91
02.08.2023 03:30:00;02.08.2023 03:45:00;48,93;48,61;48,61
02.08.2023 03:45:00;02.08.2023 04:00:00;48,27;49,98;49,55
02.08.2023 04:00:00;02.08.2023 04:15:00;38,45;41,43;41,43
02.08.2023 04:15:00;02.08.2023 04:30:00;46,94;46,64;46,64
02.08.2023 04:30:00;02.08.2023 04:45:00;403,02;403,02;403,2
02.08.2023 04:45:00;02.08.2023 05:00:00;135,48;135,48;135,56
02.08.2023 05:00:00;02.08.2023 05:15:00;45,80;45,77;44,27
02.08.2023 05:15:00;02.08.2023 05:30:00;127,71;127,71;56,55
02.08.2023 05:30:00;02.08.2023 05:45:00;144,91;144,91;151,53
02.08.2023 05:45:00;02.08.2023 06:00:00;94,15;94,15;92,33
02.08.2023 06:00:00;02.08.2023 06:15:00;-14,16;-14,16;4,71
02.08.2023 06:15:00;02.08.2023 06:30:00;67,77;67,77;75,16
02.08.2023 06:30:00;02.08.2023 06:45:00;70,00;70,00;84,43
02.08.2023 06:45:00;02.08.2023 07:00:00;91,11;90,37;87,70
02.08.2023 07:00:00;02.08.2023 07:15:00;82,31;80,62;79,67
02.08.2023 07:15:00;02.08.2023 07:30:00;89,29;89,07;89,7
02.08.2023 07:30:00;02.08.2023 07:45:00;96,23;91,40;91,40
02.08.2023 07:45:00;02.08.2023 08:00:00;159,81;159,81;79,83
02.08.2023 08:00:00;02.08.2023 08:15:00;103,47;101,04;95,93
02.08.2023 08:15:00;02.08.2023 08:30:00;77,02;76,85;76,85
02.08.2023 08:30:00;02.08.2023 08:45:00;77,38;77,28;77,28
02.08.2023 08:45:00;02.08.2023 09:00:00;75,11;74,94;74,94
02.08.2023 09:00:00;02.08.2023 09:15:00;152,84;152,84;164,80
02.08.2023 09:15:00;02.08.2023 09:30:00;183,98;183,98;186,49
02.08.2023 09:30:00;02.08.2023 09:45:00;323,36;323,36;277,25
02.08.2023 09:45:00;02.08.2023 10:00:00;299,99;299,99;298,58
02.08.2023 10:00:00;02.08.2023 10:15:00;350,03;350,03;346,14
02.08.2023 10:15:00;02.08.2023 10:30:00;377,75;377,75;377,44
02.08.2023 10:30:00;02.08.2023 10:45:00;-15,61;-15,61;-25,26
02.08.2023 10:45:00;02.08.2023 11:00:00;16,53;16,53;29,92
02.08.2023 11:00:00;02.08.2023 11:15:00;21,43;21,43;23,63
02.08.2023 11:15:00;02.08.2023 11:30:00;105,70;105,70;8,25
02.08.2023 11:30:00;02.08.2023 11:45:00;-44,48;-44,48;-43,51
02.08.2023 11:45:00;02.08.2023 12:00:00;-1095,26;-1095,26;-1174,79
02.08.2023 12:00:00;02.08.2023 12:15:00;70,45;64,97;64,97
02.08.2023 12:15:00;02.08.2023 12:30:00;55,63;44,95;44,95
02.08.2023 12:30:00;02.08.2023 12:45:00;46,79;32,37;32,37
02.08.2023 12:45:00;02.08.2023 13:00:00;34,15;25,38;25,38
02.08.2023 13:00:00;02.08.2023 13:15:00;45,05;45,35;41,1
02.08.2023 13:15:00;02.08.2023 13:30:00;30,93;27,94;27,94
02.08.2023 13:30:00;02.08.2023 13:45:00;24,82;23,67;23,67
02.08.2023 13:45:00;02.08.2023 14:00:00;-49,21;-49,21;-54,73
02.08.2023 14:00:00;02.08.2023 14:15:00;14,52;11,97;8,91
02.08.2023 14:15:00;02.08.2023 14:30:00;-54,53;-57,06;-60,76
02.08.2023 14:30:00;02.08.2023 14:45:00;-147,93;-147,93;-147,91
02.08.2023 14:45:00;02.08.2023 15:00:00;-21,99;-22,09;-23,31
02.08.2023 15:00:00;02.08.2023 15:15:00;3,72;2,93;2,93
02.08.2023 15:15:00;02.08.2023 15:30:00;0,00;0,00;0,0
02.08.2023 15:30:00;02.08.2023 15:45:00;110,08;110,08;3,79
02.08.2023 15:45:00;02.08.2023 16:00:00;24,16;23,65;22,22
02.08.2023 16:00:00;02.08.2023 16:15:00;-103,36;-103,36;-71,13
02.08.2023 16:15:00;02.08.2023 16:30:00;-5,87;-4,94;-4,94
02.08.2023 16:30:00;02.08.2023 16:45:00;29,61;29,61;30,48
02.08.2023 16:45:00;02.08.2023 17:00:00;9,30;9,30;11,8
02.08.2023 17:00:00;02.08.2023 17:15:00;3,32;2,66;2,66
02.08.2023 17:15:00;02.08.2023 17:30:00;26,97;26,97;23,81
02.08.2023 17:30:00;02.08.2023 17:45:00;0,00;0,00;0,0
02.08.2023 17:45:00;02.08.2023 18:00:00;194,12;194,12;194,7
02.08.2023 18:00:00;02.08.2023 18:15:00;34,33;34,33;35,21
02.08.2023 18:15:00;02.08.2023 18:30:00;60,82;61,36;61,36
02.08.2023 18:30:00;02.08.2023 18:45:00;111,03;111,03;111,2
02.08.2023 18:45:00;02.08.2023 19:00:00;112,03;112,03;112,3
02.08.2023 19:00:00;02.08.2023 19:15:00;101,36;101,36;99,37
02.08.2023 19:15:00;02.08.2023 19:30:00;92,80;92,80;91,84
02.08.2023 19:30:00;02.08.2023 19:45:00;110,50;110,50;110,50
02.08.2023 19:45:00;02.08.2023 20:00:00;102,30;102,34;102,34
02.08.2023 20:00:00;02.08.2023 20:15:00;76,79;79,51;79,51
02.08.2023 20:15:00;02.08.2023 20:30:00;78,62;72,54;72,54
02.08.2023 20:30:00;02.08.2023 20:45:00;74,62;71,11;71,11
02.08.2023 20:45:00;02.08.2023 21:00:00;66,39;66,74;66,74
02.08.2023 21:00:00;02.08.2023 21:15:00;79,21;77,10;77,10
02.08.2023 21:15:00;02.08.2023 21:30:00;76,51;72,99;72,99
02.08.2023 21:30:00;02.08.2023 21:45:00;59,78;58,98;58,98
02.08.2023 21:45:00;02.08.2023 22:00:00;-922,37;-922,37;-909,14
02.08.2023 22:00:00;02.08.2023 22:15:00;135,43;135,43;134,71
02.08.2023 22:15:00;02.08.2023 22:30:00;96,31;95,48;95,48
02.08.2023 22:30:00;02.08.2023 22:45:00;105,40;105,40;105,42
02.08.2023 22:45:00;02.08.2023 23:00:00;82,41;82,41;74,86
02.08.2023 23:00:00;02.08.2023 23:15:00;101,67;101,67;25,61
02.08.2023 23:15:00;02.08.2023 23:30:00;100,87;100,87;99,84
02.08.2023 23:30:00;02.08.2023 23:45:00;87,72;87,72;87,17
02.08.2023 23:45:00;03.08.2023 00:00:00;82,70;82,70;82,70
03.08.2023 00:00:00;03.08.2023 00:15:00;19,52;70,27;67,88
03.08.2023 00:15:00;03.08.2023 00:30:00;-116,68;-116,68;-114,6
03.08.2023 00:30:00;03.08.2023 00:45:00;-0,59;-0,59;15,81
03.08.2023 00:45:00;03.08.2023 01:00:00;9,40;9,40;12,48
03.08.2023 01:00:00;03.08.2023 01:15:00;-4,99;33,19;33,19
03.08.2023 01:15:00;03.08.2023 01:30:00;-4,99;31,33;31,33
03.08.2023 01:30:00;03.08.2023 01:45:00;-4,99;12,51;12,51
03.08.2023 01:45:00;03.08.2023 02:00:00;10,03;10,60;10,60
03.08.2023 02:00:00;03.08.2023 02:15:00;25,42;25,42;28,18
03.08.2023 02:15:00;03.08.2023 02:30:00;25,77;22,72;22,72
03.08.2023 02:30:00;03.08.2023 02:45:00;15,25;12,43;12,43
03.08.2023 02:45:00;03.08.2023 03:00:00;13,44;14,16;13,30
03.08.2023 03:00:00;03.08.2023 03:15:00;109,95;109,95;109,47
03.08.2023 03:15:00;03.08.2023 03:30:00;109,52;109,52;108,88
03.08.2023 03:30:00;03.08.2023 03:45:00;106,18;106,18;105,24
03.08.2023 03:45:00;03.08.2023 04:00:00;104,48;104,48;103,79
03.08.2023 04:00:00;03.08.2023 04:15:00;22,34;21,19;21,19
03.08.2023 04:15:00;03.08.2023 04:30:00;23,59;23,24;23,24
03.08.2023 04:30:00;03.08.2023 04:45:00;34,98;33,41;33,41
03.08.2023 04:45:00;03.08.2023 05:00:00;-29,09;-29,09;-29,92
03.08.2023 05:00:00;03.08.2023 05:15:00;18,14;17,10;17,10
03.08.2023 05:15:00;03.08.2023 05:30:00;47,99;48,13;41,34
03.08.2023 05:30:00;03.08.2023 05:45:00;54,19;53,27;53,27
03.08.2023 05:45:00;03.08.2023 06:00:00;-86,77;-86,77;-88,77
03.08.2023 06:00:00;03.08.2023 06:15:00;-142,90;-142,90;-127,34
03.08.2023 06:15:00;03.08.2023 06:30:00;30,79;27,03;25,11
03.08.2023 06:30:00;03.08.2023 06:45:00;4,96;4,96;0,0
03.08.2023 06:45:00;03.08.2023 07:00:00;61,40;60,33;58,28
03.08.2023 07:00:00;03.08.2023 07:15:00;81,32;81,32;78,29
03.08.2023 07:15:00;03.08.2023 07:30:00;N/A;92,85;91,96,
03.08.2023 07:30:00;03.08.2023 07:45:00;106,92;106,92;64,44
03.08.2023 07:45:00;03.08.2023 08:00:00;60,26;60,26;66,2
03.08.2023 08:00:00;03.08.2023 08:15:00;92,83;92,50;92,50
03.08.2023 08:15:00;03.08.2023 08:30:00;61,88;61,88;70,59
03.08.2023 08:30:00;03.08.2023 08:45:00;109,85;109,85;106,0
03.08.2023 08:45:00;03.08.2023 09:00:00;44,37;44,44;44,24
03.08.2023 09:00:00;03.08.2023 09:15:00;136,15;136,15;135,99
03.08.2023 09:15:00;03.08.2023 09:30:00;246,11;234,57;234,57
03.08.2023 09:30:00;03.08.2023 09:45:00;104,30;104,30;104,16
03.08.2023 09:45:00;03.08.2023 10:00:00;101,60;101,60;99,5
03.08.2023 10:00:00;03.08.2023 10:15:00;-48,76;-48,76;-48,89
03.08.2023 10:15:00;03.08.2023 10:30:00;117,45;117,45;117,45
03.08.2023 10:30:00;03.08.2023 10:45:00;76,19;76,19;69,10
03.08.2023 10:45:00;03.08.2023 11:00:00;90,58;90,58;90,49
03.08.2023 11:00:00;03.08.2023 11:15:00;-41,89;-41,89;-40,64
03.08.2023 11:15:00;03.08.2023 11:30:00;-52,49;-52,49;-47,87
03.08.2023 11:30:00;03.08.2023 11:45:00;-43,67;-43,67;-39,13
03.08.2023 11:45:00;03.08.2023 12:00:00;11,18;11,18;-0,67
03.08.2023 12:00:00;03.08.2023 12:15:00;120,16;120,16;120,17
03.08.2023 12:15:00;03.08.2023 12:30:00;93,52;93,52;94,16
03.08.2023 12:30:00;03.08.2023 12:45:00;-34,84;-34,84;-18,98
03.08.2023 12:45:00;03.08.2023 13:00:00;-18,19;-18,19;-10,87
03.08.2023 13:00:00;03.08.2023 13:15:00;91,91;91,91;87,9
03.08.2023 13:15:00;03.08.2023 13:30:00;84,28;84,28;84,29
03.08.2023 13:30:00;03.08.2023 13:45:00;70,07;70,07;69,18
03.08.2023 13:45:00;03.08.2023 14:00:00;57,99;57,99;56,76
03.08.2023 14:00:00;03.08.2023 14:15:00;83,42;83,42;83,11
03.08.2023 14:15:00;03.08.2023 14:30:00;-0,72;-0,72;90,78
03.08.2023 14:30:00;03.08.2023 14:45:00;-100,17;-100,17;67,0
03.08.2023 14:45:00;03.08.2023 15:00:00;59,78;61,12;62,60
03.08.2023 15:00:00;03.08.2023 15:15:00;78,99;78,99;75,35
03.08.2023 15:15:00;03.08.2023 15:30:00;64,22;64,22;63,30
03.08.2023 15:30:00;03.08.2023 15:45:00;66,44;66,44;59,23
03.08.2023 15:45:00;03.08.2023 16:00:00;41,18;44,33;46,77
03.08.2023 16:00:00;03.08.2023 16:15:00;23,83;21,48;22,52
03.08.2023 16:15:00;03.08.2023 16:30:00;-103,30;-103,30;-98,18
03.08.2023 16:30:00;03.08.2023 16:45:00;17,44;17,44;39,66
03.08.2023 16:45:00;03.08.2023 17:00:00;115,19;115,19;113,67
03.08.2023 17:00:00;03.08.2023 17:15:00;91,79;91,79;88,36
03.08.2023 17:15:00;03.08.2023 17:30:00;120,68;120,68;120,66
03.08.2023 17:30:00;03.08.2023 17:45:00;137,84;137,84;137,80
03.08.2023 17:45:00;03.08.2023 18:00:00;134,95;134,95;134,82
03.08.2023 18:00:00;03.08.2023 18:15:00;130,76;130,76;127,97
03.08.2023 18:15:00;03.08.2023 18:30:00;147,88;147,88;145,14
03.08.2023 18:30:00;03.08.2023 18:45:00;10,05;10,05;8,53
03.08.2023 18:45:00;03.08.2023 19:00:00;125,39;125,39;123,58
03.08.2023 19:00:00;03.08.2023 19:15:00;93,08;93,08;88,17
03.08.2023 19:15:00;03.08.2023 19:30:00;90,31;88,48;87,90
03.08.2023 19:30:00;03.08.2023 19:45:00;93,08;95,55;93,48
03.08.2023 19:45:00;03.08.2023 20:00:00;100,97;102,54;101,95
03.08.2023 20:00:00;03.08.2023 20:15:00;114,05;114,05;114,5
03.08.2023 20:15:00;03.08.2023 20:30:00;105,89;104,49;102,61
03.08.2023 20:30:00;03.08.2023 20:45:00;102,29;102,27;100,26
03.08.2023 20:45:00;03.08.2023 21:00:00;112,76;112,76;109,15
03.08.2023 21:00:00;03.08.2023 21:15:00;86,06;93,21;92,38
03.08.2023 21:15:00;03.08.2023 21:30:00;88,67;81,82;79,14
03.08.2023 21:30:00;03.08.2023 21:45:00;128,78;128,78;125,83
03.08.2023 21:45:00;03.08.2023 22:00:00;59,02;59,02;64,65
03.08.2023 22:00:00;03.08.2023 22:15:00;134,34;134,34;130,20
03.08.2023 22:15:00;03.08.2023 22:30:00;105,34;108,30;104,82
03.08.2023 22:30:00;03.08.2023 22:45:00;128,04;128,04;124,87
03.08.2023 22:45:00;03.08.2023 23:00:00;43,95;43,95;52,14
03.08.2023 23:00:00;03.08.2023 23:15:00;33,70;33,70;33,62
03.08.2023 23:15:00;03.08.2023 23:30:00;80,46;77,15;8,6
03.08.2023 23:30:00;03.08.2023 23:45:00;67,65;67,59;65,86
03.08.2023 23:45:00;04.08.2023 00:00:00;-126,31;-126,31;-167,70
04.08.2023 00:00:00;04.08.2023 00:15:00;-184,88;-184,88;14,3
04.08.2023 00:15:00;04.08.2023 00:30:00;5,02;5,02;7,79
04.08.2023 00:30:00;04.08.2023 00:45:00;91,34;71,78;-0,91
04.08.2023 00:45:00;04.08.2023 01:00:00;-10,51;-10,51;-11,88
04.08.2023 01:00:00;04.08.2023 01:15:00;24,04;24,04;30,15
04.08.2023 01:15:00;04.08.2023 01:30:00;10,29;10,29;18,29
04.08.2023 01:30:00;04.08.2023 01:45:00;88,41;83,31;16,18
04.08.2023 01:45:00;04.08.2023 02:00:00;13,84;13,84;23,50
04.08.2023 02:00:00;04.08.2023 02:15:00;27,94;27,94;35,77
04.08.2023 02:15:00;04.08.2023 02:30:00;24,31;24,31;26,29
04.08.2023 02:30:00;04.08.2023 02:45:00;49,41;49,41;52,69
04.08.2023 02:45:00;04.08.2023 03:00:00;11,19;11,19;13,77
04.08.2023 03:00:00;04.08.2023 03:15:00;31,88;31,88;30,98
04.08.2023 03:15:00;04.08.2023 03:30:00;-0,91;-0,91;-0,91
04.08.2023 03:30:00;04.08.2023 03:45:00;2,66;2,66;5,67
04.08.2023 03:45:00;04.08.2023 04:00:00;13,50;13,50;20,49
04.08.2023 04:00:00;04.08.2023 04:15:00;61,07;61,07;59,39
04.08.2023 04:15:00;04.08.2023 04:30:00;48,51;48,51;48,51
04.08.2023 04:30:00;04.08.2023 04:45:00;48,51;48,51;48,51
04.08.2023 04:45:00;04.08.2023 05:00:00;28,68;28,68;33,48
04.08.2023 05:00:00;04.08.2023 05:15:00;70,24;69,96;67,27
04.08.2023 05:15:00;04.08.2023 05:30:00;88,80;84,43;82,10
04.08.2023 05:30:00;04.08.2023 05:45:00;99,70;100,74;97,46
04.08.2023 05:45:00;04.08.2023 06:00:00;115,23;119,29;115,85
04.08.2023 06:00:00;04.08.2023 06:15:00;75,42;74,21;71,88
04.08.2023 06:15:00;04.08.2023 06:30:00;34,27;34,27;36,11
04.08.2023 06:30:00;04.08.2023 06:45:00;59,96;59,96;59,94
04.08.2023 06:45:00;04.08.2023 07:00:00;75,90;75,90;76,28
04.08.2023 07:00:00;04.08.2023 07:15:00;90,14;90,14;90,34
04.08.2023 07:15:00;04.08.2023 07:30:00;92,02;92,02;92,3
04.08.2023 07:30:00;04.08.2023 07:45:00;85,21;85,21;85,18
04.08.2023 07:45:00;04.08.2023 08:00:00;79,11;79,11;79,11
04.08.2023 08:00:00;04.08.2023 08:15:00;84,20;84,20;84,20
04.08.2023 08:15:00;04.08.2023 08:30:00;72,25;72,25;72,22
04.08.2023 08:30:00;04.08.2023 08:45:00;8,92;8,92;8,66
04.08.2023 08:45:00;04.08.2023 09:00:00;30,98;30,98;33,71
04.08.2023 09:00:00;04.08.2023 09:15:00;49,42;49,42;49,59
04.08.2023 09:15:00;04.08.2023 09:30:00;34,11;34,11;35,61
04.08.2023 09:30:00;04.08.2023 09:45:00;36,74;36,74;40,94
04.08.2023 09:45:00;04.08.2023 10:00:00;31,19;31,19;32,18
04.08.2023 10:00:00;04.08.2023 10:15:00;26,00;26,00;25,41
04.08.2023 10:15:00;04.08.2023 10:30:00;7,55;7,55;7,25
04.08.2023 10:30:00;04.08.2023 10:45:00;-9,25;-9,25;-9,25
04.08.2023 10:45:00;04.08.2023 11:00:00;17,00;68,74;17,11
04.08.2023 11:00:00;04.08.2023 11:15:00;113,57;110,74;110,74
04.08.2023 11:15:00;04.08.2023 11:30:00;108,70;108,70;107,77
04.08.2023 11:30:00;04.08.2023 11:45:00;94,35;94,35;93,39
04.08.2023 11:45:00;04.08.2023 12:00:00;109,27;109,27;107,74
04.08.2023 12:00:00;04.08.2023 12:15:00;126,84;126,84;127,12
04.08.2023 12:15:00;04.08.2023 12:30:00;125,59;125,59;125,60
04.08.2023 12:30:00;04.08.2023 12:45:00;122,63;122,63;120,63
04.08.2023 12:45:00;04.08.2023 13:00:00;85,49;91,27;91,27
04.08.2023 13:00:00;04.08.2023 13:15:00;52,96;52,96;52,92
04.08.2023 13:15:00;04.08.2023 13:30:00;92,61;89,23;89,23
04.08.2023 13:30:00;04.08.2023 13:45:00;87,46;84,41;84,41
04.08.2023 13:45:00;04.08.2023 14:00:00;112,98;112,98;112,98
04.08.2023 14:00:00;04.08.2023 14:15:00;89,22;89,26;89,26
04.08.2023 14:15:00;04.08.2023 14:30:00;85,88;86,04;86,4
04.08.2023 14:30:00;04.08.2023 14:45:00;86,51;89,80;89,80
04.08.2023 14:45:00;04.08.2023 15:00:00;85,89;86,60;84,90
04.08.2023 15:00:00;04.08.2023 15:15:00;67,41;67,46;7,63
04.08.2023 15:15:00;04.08.2023 15:30:00;78,17;77,23;75,41
04.08.2023 15:30:00;04.08.2023 15:45:00;55,70;55,70;55,94
04.08.2023 15:45:00;04.08.2023 16:00:00;47,58;47,58;49,21
04.08.2023 16:00:00;04.08.2023 16:15:00;124,47;124,47;55,39
04.08.2023 16:15:00;04.08.2023 16:30:00;64,82;64,42;63,6
04.08.2023 16:30:00;04.08.2023 16:45:00;85,58;85,98;82,95
04.08.2023 16:45:00;04.08.2023 17:00:00;46,60;46,60;52,39
04.08.2023 17:00:00;04.08.2023 17:15:00;34,09;34,09;34,32
04.08.2023 17:15:00;04.08.2023 17:30:00;36,99;36,99;37,66
04.08.2023 17:30:00;04.08.2023 17:45:00;100,44;100,69;73,14
04.08.2023 17:45:00;04.08.2023 18:00:00;113,85;113,39;109,84
04.08.2023 18:00:00;04.08.2023 18:15:00;91,10;88,71;88,71
04.08.2023 18:15:00;04.08.2023 18:30:00;110,56;110,56;107,14
04.08.2023 18:30:00;04.08.2023 18:45:00;120,51;120,51;119,97
04.08.2023 18:45:00;04.08.2023 19:00:00;122,62;122,62;121,99
04.08.2023 19:00:00;04.08.2023 19:15:00;112,17;112,17;108,92
04.08.2023 19:15:00;04.08.2023 19:30:00;104,14;104,75;104,75
04.08.2023 19:30:00;04.08.2023 19:45:00;114,41;114,58;114,41
04.08.2023 19:45:00;04.08.2023 20:00:00;121,05;128,59;128,59
04.08.2023 20:00:00;04.08.2023 20:15:00;135,05;132,13;132,13
04.08.2023 20:15:00;04.08.2023 20:30:00;148,79;154,29;152,84
04.08.2023 20:30:00;04.08.2023 20:45:00;150,45;149,13;149,13
04.08.2023 20:45:00;04.08.2023 21:00:00;136,48;136,40;136,40
04.08.2023 21:00:00;04.08.2023 21:15:00;126,92;133,40;133,40
04.08.2023 21:15:00;04.08.2023 21:30:00;97,09;96,80;52,29
04.08.2023 21:30:00;04.08.2023 21:45:00;84,85;88,11;85,17
04.08.2023 21:45:00;04.08.2023 22:00:00;1,96;1,96;2,28
04.08.2023 22:00:00;04.08.2023 22:15:00;-80,44;-80,44;-81,28
04.08.2023 22:15:00;04.08.2023 22:30:00;103,44;89,56;89,56
04.08.2023 22:30:00;04.08.2023 22:45:00;-66,32;-66,32;-65,98
04.08.2023 22:45:00;04.08.2023 23:00:00;-31,44;-31,44;-31,51
04.08.2023 23:00:00;04.08.2023 23:15:00;139,17;137,72;137,72
04.08.2023 23:15:00;04.08.2023 23:30:00;108,25;105,26;-34,35
04.08.2023 23:30:00;04.08.2023 23:45:00;-119,27;-119,27;-120,58
04.08.2023 23:45:00;05.08.2023 00:00:00;9,44;9,44;11,39
05.08.2023 00:00:00;05.08.2023 00:15:00;525,97;525,97;604,67
05.08.2023 00:15:00;05.08.2023 00:30:00;1577,67;1577,67;1534,5
05.08.2023 00:30:00;05.08.2023 00:45:00;116,55;113,48;111,87
05.08.2023 00:45:00;05.08.2023 01:00:00;116,55;117,13;117,13
05.08.2023 01:00:00;05.08.2023 01:15:00;126,11;142,61;142,61
05.08.2023 01:15:00;05.08.2023 01:30:00;114,50;135,77;130,62
05.08.2023 01:30:00;05.08.2023 01:45:00;109,90;94,84;91,24
05.08.2023 01:45:00;05.08.2023 02:00:00;80,01;81,83;81,83
05.08.2023 02:00:00;05.08.2023 02:15:00;110,69;127,05;127,5
05.08.2023 02:15:00;05.08.2023 02:30:00;56,17;56,17;61,2
05.08.2023 02:30:00;05.08.2023 02:45:00;18,94;18,94;19,69
05.08.2023 02:45:00;05.08.2023 03:00:00;22,62;22,62;27,72
05.08.2023 03:00:00;05.08.2023 03:15:00;78,71;78,71;83,13
05.08.2023 03:15:00;05.08.2023 03:30:00;92,24;91,75;91,75
05.08.2023 03:30:00;05.08.2023 03:45:00;86,90;83,55;83,33
05.08.2023 03:45:00;05.08.2023 04:00:00;77,67;77,89;77,89
05.08.2023 04:00:00;05.08.2023 04:15:00;79,09;79,09;76,2
05.08.2023 04:15:00;05.08.2023 04:30:00;82,59;82,13;82,13
05.08.2023 04:30:00;05.08.2023 04:45:00;113,00;113,00;113,0
05.08.2023 04:45:00;05.08.2023 05:00:00;87,46;86,99;83,98
05.08.2023 05:00:00;05.08.2023 05:15:00;85,50;82,35;82,35
05.08.2023 05:15:00;05.08.2023 05:30:00;15,98;15,98;16,13
05.08.2023 05:30:00;05.08.2023 05:45:00;95,13;95,13;95,13
05.08.2023 05:45:00;05.08.2023 06:00:00;93,35;93,35;89,95
05.08.2023 06:00:00;05.08.2023 06:15:00;90,83;90,83;89,16
05.08.2023 06:15:00;05.08.2023 06:30:00;76,64;76,60;76,60
05.08.2023 06:30:00;05.08.2023 06:45:00;81,85;80,88;80,88
05.08.2023 06:45:00;05.08.2023 07:00:00;91,17;91,72;91,72
05.08.2023 07:00:00;05.08.2023 07:15:00;55,83;55,83;58,14
05.08.2023 07:15:00;05.08.2023 07:30:00;82,27;82,77;82,77
05.08.2023 07:30:00;05.08.2023 07:45:00;93,56;93,72;93,72
05.08.2023 07:45:00;05.08.2023 08:00:00;84,93;85,51;83,17
05.08.2023 08:00:00;05.08.2023 08:15:00;1,65;1,65;2,3
05.08.2023 08:15:00;05.08.2023 08:30:00;89,60;84,26;-8,77
05.08.2023 08:30:00;05.08.2023 08:45:00;109,67;109,67;109,67
05.08.2023 08:45:00;05.08.2023 09:00:00;64,92;65,52;10,36
05.08.2023 09:00:00;05.08.2023 09:15:00;101,72;106,51;101,89
05.08.2023 09:15:00;05.08.2023 09:30:00;21,02;21,02;21,90
05.08.2023 09:30:00;05.08.2023 09:45:00;87,33;87,33;87,33
05.08.2023 09:45:00;05.08.2023 10:00:00;85,38;85,38;24,13
05.08.2023 10:00:00;05.08.2023 10:15:00;20,47;20,47;21,34
05.08.2023 10:15:00;05.08.2023 10:30:00;84,38;84,38;84,38
05.08.2023 10:30:00;05.08.2023 10:45:00;83,53;83,53;82,69
05.08.2023 10:45:00;05.08.2023 11:00:00;74,81;75,45;-83,89
05.08.2023 11:00:00;05.08.2023 11:15:00;-79,55;-79,55;-79,56
05.08.2023 11:15:00;05.08.2023 11:30:00;75,97;75,23;-79,14
05.08.2023 11:30:00;05.08.2023 11:45:00;82,31;83,53;83,53
05.08.2023 11:45:00;05.08.2023 12:00:00;-10,39;-10,39;-10,30
05.08.2023 12:00:00;05.08.2023 12:15:00;61,89;66,13;65,31
05.08.2023 12:15:00;05.08.2023 12:30:00;51,89;51,95;51,95
05.08.2023 12:30:00;05.08.2023 12:45:00;43,79;43,79;48,98
05.08.2023 12:45:00;05.08.2023 13:00:00;53,36;53,36;45,27
05.08.2023 13:00:00;05.08.2023 13:15:00;126,01;126,01;125,85
05.08.2023 13:15:00;05.08.2023 13:30:00;94,30;94,30;90,88
05.08.2023 13:30:00;05.08.2023 13:45:00;8,40;8,40;11,0
05.08.2023 13:45:00;05.08.2023 14:00:00;31,32;34,47;34,47
05.08.2023 14:00:00;05.08.2023 14:15:00;25,63;28,33;24,94
05.08.2023 14:15:00;05.08.2023 14:30:00;17,58;17,58;17,58
05.08.2023 14:30:00;05.08.2023 14:45:00;17,58;17,58;17,58
05.08.2023 14:45:00;05.08.2023 15:00:00;46,47;46,47;47,80
05.08.2023 15:00:00;05.08.2023 15:15:00;17,58;17,58;17,58
05.08.2023 15:15:00;05.08.2023 15:30:00;6,96;6,96;11,84
05.08.2023 15:30:00;05.08.2023 15:45:00;44,99;44,99;46,24
